Player,Game Type,Rk,G,Date,Age,Tm,Venue,Opp,Outcome,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Game
Kareem Abdul Jabbar,Regular Season,68,68,4/2/82,34-351,LAL,,PHO,L (-10),1,36:00:00,9,17,0.529,0,0,,1,3,0.333,3,6,9,3,1,3,5,4,19,1003
Kareem Abdul Jabbar,Regular Season,69,69,4/4/82,34-353,LAL,,POR,W (+18),1,33:00:00,11,18,0.611,0,0,,2,2,1,5,2,7,2,1,2,4,4,24,1004
Kareem Abdul Jabbar,Regular Season,70,70,4/6/82,34-355,LAL,@,HOU,W (+11),1,37:00:00,7,14,0.5,0,0,,6,8,0.75,,,3,3,3,5,,4,20,1005
Kareem Abdul Jabbar,Regular Season,71,71,4/9/82,34-358,LAL,,DEN,W (+25),1,26:00:00,9,10,0.9,0,0,,2,2,1,0,7,7,4,1,8,2,1,20,1006
Kareem Abdul Jabbar,Regular Season,72,72,4/11/82,34-360,LAL,,SEA,W (+3),1,39:00:00,15,24,0.625,0,0,,3,4,0.75,4,5,9,4,,4,3,4,33,1007
Kareem Abdul Jabbar,Regular Season,73,73,4/13/82,34-362,LAL,@,GSW,L (-5),1,34:00:00,13,21,0.619,0,0,,1,3,0.333,1,9,10,2,1,0,2,4,27,1008
Kareem Abdul Jabbar,Regular Season,74,74,4/14/82,34-363,LAL,,UTA,W (+13),1,25:00:00,11,18,0.611,0,0,,0,0,,,,7,4,,0,,5,22,1009
Kareem Abdul Jabbar,Regular Season,75,75,4/16/82,35-000,LAL,,GSW,W (+16),1,30:00:00,11,20,0.55,0,0,,4,5,0.8,2,4,6,2,0,2,2,1,26,1010
Kareem Abdul Jabbar,Regular Season,76,76,4/18/82,35-002,LAL,@,PHO,W (+5),1,40:00:00,14,26,0.538,0,0,,6,7,0.857,2,5,7,1,1,2,0,2,34,1011
Kareem Abdul Jabbar,Regular Season,1,1,10/29/82,35-196,LAL,,GSW,L (-15),1,35:00:00,10,17,0.588,0,0,,0,1,0,3,7,10,2,0,1,3,4,20,1012
Kareem Abdul Jabbar,Regular Season,2,2,11/3/82,35-201,LAL,@,DEN,W (+1),1,37:00:00,10,21,0.476,0,0,,2,4,0.5,2,6,8,0,0,3,3,2,22,1013
Kareem Abdul Jabbar,Regular Season,3,3,11/4/82,35-202,LAL,,DEN,W (+23),1,17:00,5,11,0.455,0,0,,2,2,1,2,5,7,3,0,0,2,5,12,1014
Kareem Abdul Jabbar,Regular Season,4,4,11/6/82,35-204,LAL,@,UTA,W (+3),1,32:00:00,10,20,0.5,0,0,,2,2,1,,,7,5,,2,,2,22,1015
Kareem Abdul Jabbar,Regular Season,5,5,11/7/82,35-205,LAL,,POR,W (+14),1,34:00:00,11,21,0.524,0,0,,0,2,0,2,9,11,2,1,2,3,2,22,1016
Kareem Abdul Jabbar,Regular Season,6,6,11/9/82,35-207,LAL,,KCK,W (+22),1,25:00:00,7,17,0.412,0,0,,2,2,1,5,2,7,3,0,0,1,1,16,1017
Kareem Abdul Jabbar,Regular Season,7,7,11/12/82,35-210,LAL,,HOU,W (+31),1,23:00,4,5,0.8,0,0,,2,2,1,0,3,3,2,0,1,,2,10,1018
Kareem Abdul Jabbar,Regular Season,8,8,11/14/82,35-212,LAL,,CLE,W (+13),1,36:00:00,11,15,0.733,0,0,,3,6,0.5,1,5,6,2,0,4,1,2,25,1019
Kareem Abdul Jabbar,Regular Season,9,9,11/16/82,35-214,LAL,@,PHO,L (-8),1,35:00:00,12,27,0.444,0,0,,6,7,0.857,9,6,15,4,0,0,2,3,30,1020
Kareem Abdul Jabbar,Regular Season,10,10,11/17/82,35-215,LAL,@,DAL,L (-1),1,36:00:00,9,17,0.529,0,0,,4,6,0.667,2,3,5,3,0,3,2,2,22,1021
Kareem Abdul Jabbar,Regular Season,11,11,11/19/82,35-217,LAL,,WSB,W (+30),1,26:00:00,10,13,0.769,0,0,,3,3,1,0,5,5,3,1,2,2,3,23,1022
Kareem Abdul Jabbar,Regular Season,12,12,11/21/82,35-219,LAL,,DEN,W (+14),1,31:00:00,10,13,0.769,0,0,,2,4,0.5,0,3,3,1,0,2,3,4,22,1023
Kareem Abdul Jabbar,Regular Season,13,13,11/24/82,35-222,LAL,@,SEA,W (+18),1,38:00:00,10,16,0.625,0,0,,3,6,0.5,1,12,13,4,1,3,4,4,23,1024
Kareem Abdul Jabbar,Regular Season,14,14,11/26/82,35-224,LAL,@,SDC,W (+2),1,38:00:00,7,19,0.368,0,0,,8,10,0.8,4,9,13,3,1,4,,3,22,1025
Kareem Abdul Jabbar,Regular Season,15,15,11/28/82,35-226,LAL,,GSW,W (+15),1,30:00:00,10,14,0.714,0,0,,7,8,0.875,1,6,7,2,0,2,1,1,27,1026
Kareem Abdul Jabbar,Regular Season,16,16,11/30/82,35-228,LAL,@,SAS,L (-3),1,37:00:00,8,21,0.381,0,0,,5,5,1,4,5,9,3,2,2,3,3,21,1027
Kareem Abdul Jabbar,Regular Season,17,17,12/1/82,35-229,LAL,@,HOU,W (+11),1,31:00:00,5,10,0.5,0,0,,2,2,1,3,5,8,0,2,2,5,1,12,1028
Kareem Abdul Jabbar,Regular Season,18,18,12/3/82,35-231,LAL,,POR,W (+15),1,31:00:00,10,16,0.625,0,0,,2,2,1,1,5,6,2,0,4,1,2,22,1029
Kareem Abdul Jabbar,Regular Season,19,19,12/5/82,35-233,LAL,,PHI,L (-10),1,27:00:00,7,11,0.636,0,0,,1,2,0.5,1,1,2,3,1,2,4,4,15,1030
Kareem Abdul Jabbar,Regular Season,20,20,12/8/82,35-236,LAL,,PHO,W (+3),1,35:00:00,3,16,0.188,0,0,,4,5,0.8,4,4,8,3,4,2,3,5,10,1031
Kareem Abdul Jabbar,Regular Season,21,21,12/10/82,35-238,LAL,@,UTA,W (+6),1,32:00:00,9,11,0.818,0,0,,3,4,0.75,2,3,5,3,2,1,,2,21,1032
Kareem Abdul Jabbar,Regular Season,22,22,12/11/82,35-239,LAL,@,GSW,W (+21),1,23:00,5,12,0.417,0,0,,3,3,1,2,1,3,1,0,1,1,3,13,1033
Kareem Abdul Jabbar,Regular Season,23,23,12/14/82,35-242,LAL,@,POR,L (-4),1,37:00:00,6,15,0.4,0,0,,2,4,0.5,3,1,4,5,0,4,3,2,14,1034
Kareem Abdul Jabbar,Regular Season,24,24,12/19/82,35-247,LAL,,DAL,W (+2),1,36:00:00,13,19,0.684,0,0,,7,12,0.583,6,11,17,6,0,4,6,3,33,1035
Kareem Abdul Jabbar,Regular Season,25,25,12/22/82,35-250,LAL,,UTA,W (+24),1,29:00:00,9,14,0.643,0,0,,3,3,1,2,4,6,3,1,3,3,2,21,1036
Kareem Abdul Jabbar,Regular Season,26,26,12/23/82,35-251,LAL,@,SDC,W (+5),1,37:00:00,9,11,0.818,0,0,,0,2,0,2,5,7,3,0,2,,2,18,1037
Kareem Abdul Jabbar,Regular Season,27,27,12/26/82,35-254,LAL,@,HOU,W (+2),1,35:00:00,6,13,0.462,0,0,,8,10,0.8,3,3,6,3,1,1,3,4,20,1038
Kareem Abdul Jabbar,Regular Season,28,28,12/29/82,35-257,LAL,@,GSW,W (+10),1,33:00:00,7,12,0.583,0,0,,5,7,0.714,0,5,5,3,0,2,5,3,19,1039
Kareem Abdul Jabbar,Regular Season,29,29,12/30/82,35-258,LAL,,SEA,W (+20),1,28:00:00,9,13,0.692,0,0,,3,4,0.75,2,5,7,6,1,3,1,3,21,1040
Kareem Abdul Jabbar,Regular Season,30,30,1/2/83,35-261,LAL,,DET,W (+15),1,35:00:00,13,18,0.722,0,0,,2,4,0.5,0,4,4,4,2,4,1,4,28,1041
Kareem Abdul Jabbar,Regular Season,31,31,1/6/83,35-265,LAL,@,CLE,W (+18),1,25:00:00,4,9,0.444,0,0,,5,5,1,1,5,6,0,0,2,3,2,13,1042
Kareem Abdul Jabbar,Regular Season,32,32,1/8/83,35-267,LAL,@,NYK,W (+18),1,36:00:00,7,14,0.5,0,0,,1,3,0.333,3,7,10,3,0,2,,3,15,1043
Kareem Abdul Jabbar,Regular Season,33,33,1/11/83,35-270,LAL,@,NJN,L (-14),1,33:00:00,7,13,0.538,0,0,,2,4,0.5,1,4,5,2,0,3,6,2,16,1044
Kareem Abdul Jabbar,Regular Season,34,34,1/15/83,35-274,LAL,@,ATL,W (+19),1,23:00,7,12,0.583,0,0,,1,1,1,2,5,7,0,1,0,,3,15,1045
Kareem Abdul Jabbar,Regular Season,35,35,1/19/83,35-278,LAL,,SDC,W (+3),1,32:00:00,6,11,0.545,0,0,,2,4,0.5,3,5,8,2,2,2,4,1,14,1046
Kareem Abdul Jabbar,Regular Season,36,36,1/21/83,35-280,LAL,,SAS,W (+9),1,38:00:00,9,14,0.643,0,1,0,5,6,0.833,1,4,5,4,0,3,0,3,23,1047
Kareem Abdul Jabbar,Regular Season,37,37,1/23/83,35-282,LAL,,IND,W (+3),1,39:00:00,12,17,0.706,0,0,,2,2,1,1,6,7,7,2,3,,4,26,1048
Kareem Abdul Jabbar,Regular Season,38,38,1/25/83,35-284,LAL,@,POR,W (+5),1,37:00:00,10,17,0.588,0,0,,5,5,1,0,8,8,6,2,1,1,4,25,1049
Kareem Abdul Jabbar,Regular Season,39,39,1/26/83,35-285,LAL,,MIL,W (+2),1,34:00:00,12,18,0.667,0,0,,5,9,0.556,0,9,9,2,2,1,3,2,29,1050
Kareem Abdul Jabbar,Regular Season,40,40,1/28/83,35-287,LAL,,ATL,W (+24),1,34:00:00,3,13,0.231,0,0,,4,4,1,2,4,6,2,1,4,4,2,10,1051
Kareem Abdul Jabbar,Regular Season,41,41,1/30/83,35-289,LAL,@,BOS,L (-15),1,35:00:00,12,22,0.545,0,0,,3,3,1,1,5,6,2,2,2,3,2,27,1052
Kareem Abdul Jabbar,Regular Season,42,42,2/2/83,35-292,LAL,@,DAL,L (-2),1,34:00:00,14,16,0.875,0,0,,6,7,0.857,4,3,7,2,1,4,2,2,34,1053
Kareem Abdul Jabbar,Regular Season,43,43,2/4/83,35-294,LAL,@,KCK,W (+18),1,29:00:00,14,20,0.7,0,0,,0,1,0,,,4,1,2,1,,1,28,1054
Kareem Abdul Jabbar,Regular Season,44,44,2/6/83,35-296,LAL,,KCK,W (+10),1,25:00:00,8,12,0.667,0,0,,2,5,0.4,2,4,6,1,1,3,0,2,18,1055
Kareem Abdul Jabbar,Regular Season,45,45,2/8/83,35-298,LAL,@,SEA,W (+3),1,39:00:00,11,22,0.5,0,0,,8,8,1,0,7,7,1,2,2,3,4,30,1056
Kareem Abdul Jabbar,Regular Season,46,46,2/9/83,35-299,LAL,,UTA,W (+14),1,27:00:00,6,13,0.462,0,0,,4,6,0.667,4,9,13,1,0,8,4,3,16,1057
Kareem Abdul Jabbar,Regular Season,47,47,2/15/83,35-305,LAL,,SAS,L (-21),1,35:00:00,10,22,0.455,0,0,,6,7,0.857,5,5,10,1,1,1,2,2,26,1058
Kareem Abdul Jabbar,Regular Season,48,48,2/17/83,35-307,LAL,@,DAL,W (+17),1,37:00:00,14,19,0.737,0,0,,4,5,0.8,5,8,13,4,0,2,1,3,32,1059
Kareem Abdul Jabbar,Regular Season,49,49,2/18/83,35-308,LAL,@,KCK,L (-6),1,33:00:00,9,11,0.818,0,0,,5,8,0.625,,,5,1,0,0,,3,23,1060
Kareem Abdul Jabbar,Regular Season,50,50,2/20/83,35-310,LAL,@,IND,W (+14),1,30:00:00,12,16,0.75,0,0,,2,3,0.667,3,10,13,2,1,3,2,3,26,1061
Kareem Abdul Jabbar,Regular Season,51,51,2/23/83,35-313,LAL,,BOS,L (-9),1,30:00:00,7,18,0.389,0,0,,0,0,,1,2,3,2,1,1,2,5,14,1062
Kareem Abdul Jabbar,Regular Season,52,52,2/26/83,35-316,LAL,@,UTA,L (-9),1,32:00:00,7,18,0.389,0,0,,1,1,1,2,7,9,0,2,2,4,3,15,1063
Kareem Abdul Jabbar,Regular Season,53,53,2/27/83,35-317,LAL,,DEN,L (-15),1,25:00:00,5,10,0.5,0,0,,5,5,1,2,5,7,1,0,0,5,3,15,1064
Kareem Abdul Jabbar,Regular Season,54,54,3/1/83,35-319,LAL,@,CHI,W (+3),1,39:00:00,12,15,0.8,0,0,,7,9,0.778,3,10,13,8,1,3,5,1,31,1065
Kareem Abdul Jabbar,Regular Season,55,55,3/2/83,35-320,LAL,@,MIL,W (+10),1,30:00:00,13,17,0.765,0,0,,4,4,1,3,4,7,1,0,0,2,5,30,1066
Kareem Abdul Jabbar,Regular Season,56,56,3/4/83,35-322,LAL,@,WSB,L (-3),1,37:00:00,8,20,0.4,0,1,0,5,8,0.625,3,5,8,6,1,2,,2,21,1067
Kareem Abdul Jabbar,Regular Season,57,57,3/5/83,35-323,LAL,@,DET,W (+14),1,34:00:00,10,16,0.625,0,0,,2,2,1,1,7,8,3,1,4,,4,22,1068
Kareem Abdul Jabbar,Regular Season,58,58,3/8/83,35-326,LAL,@,GSW,W (+4),1,36:00:00,10,19,0.526,0,0,,4,5,0.8,3,6,9,0,1,6,3,3,24,1069
Kareem Abdul Jabbar,Regular Season,59,59,3/9/83,35-327,LAL,,SDC,W (+5),1,31:00:00,13,15,0.867,0,0,,5,7,0.714,3,5,8,1,0,3,2,2,31,1070
Kareem Abdul Jabbar,Regular Season,60,60,3/12/83,35-330,LAL,,CHI,W (+7),1,32:00:00,11,14,0.786,0,0,,0,0,,1,2,3,4,3,3,2,4,22,1071
Kareem Abdul Jabbar,Regular Season,61,61,3/16/83,35-334,LAL,,PHO,W (+9),1,30:00:00,5,14,0.357,0,0,,2,3,0.667,0,7,7,1,0,2,0,3,12,1072
Kareem Abdul Jabbar,Regular Season,62,62,3/18/83,35-336,LAL,,KCK,W (+13),1,32:00:00,14,22,0.636,0,0,,7,11,0.636,2,5,7,2,3,2,,2,35,1073
Kareem Abdul Jabbar,Regular Season,63,63,3/19/83,35-337,LAL,@,SDC,L (-8),1,34:00:00,6,8,0.75,0,0,,4,6,0.667,1,7,8,2,0,3,,1,16,1074
Kareem Abdul Jabbar,Regular Season,64,64,3/20/83,35-338,LAL,,DAL,W (+7),1,28:00:00,10,13,0.769,0,0,,3,3,1,1,4,5,4,1,3,1,4,23,1075
Kareem Abdul Jabbar,Regular Season,65,65,3/22/83,35-340,LAL,,SEA,W (+15),1,30:00:00,8,12,0.667,0,0,,1,1,1,3,5,8,4,1,2,3,3,17,1076
Kareem Abdul Jabbar,Regular Season,66,66,3/25/83,35-343,LAL,,SAS,L (-12),1,28:00:00,10,15,0.667,0,0,,3,3,1,2,6,8,0,0,0,,6,23,1077
Kareem Abdul Jabbar,Regular Season,67,67,3/27/83,35-345,LAL,,HOU,W (+21),1,23:00,6,9,0.667,0,0,,5,9,0.556,2,5,7,3,1,0,2,3,17,1078
Kareem Abdul Jabbar,Regular Season,68,68,3/29/83,35-347,LAL,,SDC,W (+18),1,28:00:00,10,14,0.714,0,0,,6,7,0.857,2,5,7,0,1,1,1,1,26,1079
Kareem Abdul Jabbar,Regular Season,69,69,3/31/83,35-349,LAL,@,DEN,W (+6),1,36:00:00,12,20,0.6,0,0,,2,2,1,2,7,9,2,1,3,2,2,26,1080
Kareem Abdul Jabbar,Regular Season,70,70,4/1/83,35-350,LAL,,NYK,W (+14),1,30:00:00,8,18,0.444,0,0,,2,3,0.667,2,6,8,2,1,1,,3,18,1081
Kareem Abdul Jabbar,Regular Season,71,71,4/4/83,35-353,LAL,@,SEA,L (-10),1,38:00:00,9,19,0.474,0,0,,8,10,0.8,4,5,9,4,1,1,8,5,26,1082
Kareem Abdul Jabbar,Regular Season,72,72,4/5/83,35-354,LAL,@,POR,L (-6),1,33:00:00,13,21,0.619,0,0,,2,2,1,3,6,9,1,0,1,2,3,28,1083
Kareem Abdul Jabbar,Regular Season,73,73,4/7/83,35-356,LAL,@,PHO,W (+9),1,40:00:00,13,22,0.591,0,0,,3,4,0.75,1,7,8,5,2,0,2,2,29,1084
Kareem Abdul Jabbar,Regular Season,74,74,4/8/83,35-357,LAL,,GSW,W (+11),1,33:00:00,7,11,0.636,0,0,,5,6,0.833,3,6,9,3,2,1,1,2,19,1085
Kareem Abdul Jabbar,Regular Season,75,75,4/10/83,35-359,LAL,,PHO,L (-6),1,36:00:00,8,8,1,0,0,,4,6,0.667,1,4,5,3,2,2,2,2,20,1086
Kareem Abdul Jabbar,Regular Season,76,76,4/12/83,35-361,LAL,@,HOU,W (+1),1,32:00:00,6,10,0.6,0,0,,0,0,,0,5,5,3,0,3,2,3,12,1087
Kareem Abdul Jabbar,Regular Season,77,77,4/13/83,35-362,LAL,@,SAS,L (-5),1,36:00:00,15,23,0.652,0,0,,8,10,0.8,0,7,7,3,1,4,0,3,38,1088
Kareem Abdul Jabbar,Regular Season,78,78,4/15/83,35-364,LAL,,SEA,W (+1),1,36:00:00,12,19,0.632,0,0,,5,7,0.714,3,6,9,0,1,2,2,4,29,1089
Kareem Abdul Jabbar,Regular Season,79,79,4/17/83,36-001,LAL,,POR,L (-11),1,37:00:00,12,19,0.632,0,0,,7,7,1,2,8,10,2,1,2,3,2,31,1090
Kareem Abdul Jabbar,Regular Season,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1091
Kareem Abdul Jabbar,Regular Season,1,1,10/28/83,36-195,LAL,@,KCK,W (+10),1,34:00:00,11,19,0.579,0,0,,3,4,0.75,3,7,10,1,0,1,0,1,25,1092
Kareem Abdul Jabbar,Regular Season,2,2,10/29/83,36-196,LAL,@,UTA,W (+5),1,39:00:00,10,16,0.625,0,0,,1,2,0.5,7,7,14,4,1,3,4,4,21,1093
Kareem Abdul Jabbar,Regular Season,3,3,11/2/83,36-200,LAL,@,SDC,L (-4),1,31:00:00,5,10,0.5,0,0,,4,6,0.667,4,3,7,2,2,1,4,1,14,1094
Kareem Abdul Jabbar,Regular Season,4,4,11/5/83,36-203,LAL,@,DAL,L (-5),1,22:00,8,15,0.533,0,0,,0,0,,3,3,6,0,0,2,4,4,16,1095
Kareem Abdul Jabbar,Regular Season,5,5,11/8/83,36-206,LAL,@,DEN,W (+9),1,33:00:00,9,16,0.563,0,0,,3,4,0.75,4,4,8,2,2,1,0,2,21,1096
Kareem Abdul Jabbar,Regular Season,6,6,11/9/83,36-207,LAL,,DAL,W (+14),1,33:00:00,9,17,0.529,0,0,,6,8,0.75,4,9,13,5,2,2,2,0,24,1097
Kareem Abdul Jabbar,Regular Season,7,7,11/11/83,36-209,LAL,,PHO,W (+14),1,31:00:00,5,7,0.714,0,0,,2,2,1,1,5,6,3,2,3,3,4,12,1098
Kareem Abdul Jabbar,Regular Season,8,8,11/13/83,36-211,LAL,,UTA,W (+6),1,35:00:00,6,19,0.316,0,0,,2,5,0.4,4,5,9,1,2,2,3,3,14,1099
Kareem Abdul Jabbar,Regular Season,9,9,11/15/83,36-213,LAL,,MIL,W (+29),1,25:00:00,6,13,0.462,0,0,,1,2,0.5,3,7,10,2,1,1,3,1,13,1100
Kareem Abdul Jabbar,Regular Season,10,10,11/17/83,36-215,LAL,,CLE,W (+13),1,26:00:00,5,9,0.556,0,0,,7,9,0.778,2,3,5,1,0,1,3,3,17,1101
Kareem Abdul Jabbar,Regular Season,11,11,11/19/83,36-217,LAL,@,POR,W (+7),1,31:00:00,7,16,0.438,0,0,,6,6,1,0,3,3,1,0,1,3,2,20,1102
Kareem Abdul Jabbar,Regular Season,12,12,11/22/83,36-220,LAL,,UTA,L (-4),1,31:00:00,6,10,0.6,0,0,,5,8,0.625,2,4,6,1,0,2,4,3,17,1103
Kareem Abdul Jabbar,Regular Season,13,13,11/23/83,36-221,LAL,@,SEA,L (-8),1,36:00:00,8,19,0.421,0,0,,3,3,1,2,5,7,4,2,1,2,1,19,1104
Kareem Abdul Jabbar,Regular Season,14,14,11/25/83,36-223,LAL,,NJN,W (+24),1,32:00:00,10,14,0.714,0,0,,7,10,0.7,2,10,12,3,0,1,3,4,27,1105
Kareem Abdul Jabbar,Regular Season,15,15,11/27/83,36-225,LAL,,CHI,W (+3),1,32:00:00,8,16,0.5,0,0,,0,0,,1,5,6,1,3,5,1,1,16,1106
Kareem Abdul Jabbar,Regular Season,16,16,11/29/83,36-227,LAL,@,GSW,W (+6),1,34:00:00,7,13,0.538,0,0,,5,8,0.625,1,6,7,3,1,0,3,0,19,1107
Kareem Abdul Jabbar,Regular Season,17,17,12/2/83,36-230,LAL,,DAL,L (-15),1,25:00:00,9,17,0.529,0,0,,1,3,0.333,1,4,5,1,1,2,4,5,19,1108
Kareem Abdul Jabbar,Regular Season,18,18,12/4/83,36-232,LAL,,SDC,W (+21),1,28:00:00,8,11,0.727,0,0,,4,5,0.8,4,4,8,2,0,3,1,1,20,1109
Kareem Abdul Jabbar,Regular Season,19,19,12/8/83,36-236,LAL,,KCK,W (+23),1,28:00:00,8,13,0.615,0,0,,0,0,,1,5,6,1,0,0,3,2,16,1110
Kareem Abdul Jabbar,Regular Season,20,20,12/11/83,36-239,LAL,,NYK,L (-11),1,25:00:00,8,13,0.615,0,0,,2,3,0.667,1,4,5,2,1,4,2,2,18,1111
Kareem Abdul Jabbar,Regular Season,21,21,12/15/83,36-243,LAL,@,PHO,L (-10),1,29:00:00,4,8,0.5,0,0,,7,9,0.778,1,9,10,4,0,2,4,2,15,1112
Kareem Abdul Jabbar,Regular Season,22,22,12/16/83,36-244,LAL,,SDC,W (+13),1,30:00:00,6,11,0.545,0,0,,3,4,0.75,2,4,6,3,2,2,1,3,15,1113
Kareem Abdul Jabbar,Regular Season,23,23,12/18/83,36-246,LAL,,POR,W (+7),1,31:00:00,6,14,0.429,0,0,,3,6,0.5,1,6,7,5,1,0,2,4,15,1114
Kareem Abdul Jabbar,Regular Season,24,24,12/20/83,36-248,LAL,@,SEA,W (+6),1,23:00,8,10,0.8,0,0,,4,5,0.8,3,4,7,1,0,0,1,5,20,1115
Kareem Abdul Jabbar,Regular Season,25,25,12/22/83,36-250,LAL,@,GSW,L (-7),1,25:00:00,5,11,0.455,0,0,,0,0,,0,3,3,1,0,0,2,4,10,1116
Kareem Abdul Jabbar,Regular Season,26,26,12/23/83,36-251,LAL,,GSW,W (+7),1,26:00:00,9,17,0.529,0,0,,2,2,1,2,6,8,2,0,4,3,4,20,1117
Kareem Abdul Jabbar,Regular Season,27,27,12/25/83,36-253,LAL,@,POR,L (-20),1,29:00:00,9,13,0.692,0,0,,4,4,1,2,6,8,2,0,1,0,2,22,1118
Kareem Abdul Jabbar,Regular Season,28,28,12/27/83,36-255,LAL,,DEN,W (+2),1,32:00:00,5,10,0.5,0,0,,3,5,0.6,3,12,15,7,1,5,5,4,13,1119
Kareem Abdul Jabbar,Regular Season,29,29,12/30/83,36-258,LAL,,GSW,L (-11),1,36:00:00,12,16,0.75,0,0,,1,4,0.25,3,5,8,3,1,3,5,3,25,1120
Kareem Abdul Jabbar,Regular Season,30,30,1/3/84,36-262,LAL,@,NYK,L (-12),1,33:00:00,7,13,0.538,0,0,,1,3,0.333,3,7,10,5,1,0,1,3,15,1121
Kareem Abdul Jabbar,Regular Season,31,31,1/4/84,36-263,LAL,@,CLE,W (+7),1,25:00:00,6,12,0.5,0,0,,0,0,,1,6,7,1,0,1,3,4,12,1122
Kareem Abdul Jabbar,Regular Season,32,32,1/6/84,36-265,LAL,,SAS,L (-7),1,40:00:00,8,16,0.5,0,0,,8,9,0.889,1,5,6,1,1,2,6,4,24,1123
Kareem Abdul Jabbar,Regular Season,33,33,1/8/84,36-267,LAL,,HOU,L (-11),1,32:00:00,12,20,0.6,0,0,,6,10,0.6,3,4,7,5,0,0,4,5,30,1124
Kareem Abdul Jabbar,Regular Season,34,34,1/10/84,36-269,LAL,@,HOU,W (+4),1,30:00:00,8,17,0.471,0,0,,5,6,0.833,2,1,3,2,1,2,2,6,21,1125
Kareem Abdul Jabbar,Regular Season,35,35,1/12/84,36-271,LAL,@,KCK,W (+6),1,38:00:00,11,17,0.647,0,0,,0,2,0,0,7,7,4,2,3,3,1,22,1126
Kareem Abdul Jabbar,Regular Season,36,36,1/13/84,36-272,LAL,@,DEN,W (+7),1,32:00:00,9,16,0.563,0,0,,0,4,0,2,11,13,2,0,1,4,2,18,1127
Kareem Abdul Jabbar,Regular Season,37,37,1/15/84,36-274,LAL,,SEA,L (-11),1,40:00:00,7,18,0.389,0,0,,6,6,1,5,5,10,3,1,2,5,3,20,1128
Kareem Abdul Jabbar,Regular Season,38,38,1/17/84,36-276,LAL,,WSB,W (+13),1,36:00:00,10,11,0.909,0,0,,3,5,0.6,2,7,9,3,2,3,2,1,23,1129
Kareem Abdul Jabbar,Regular Season,39,39,1/19/84,36-278,LAL,@,PHO,L (-15),1,32:00:00,9,18,0.5,0,0,,4,4,1,1,2,3,2,0,2,3,2,22,1130
Kareem Abdul Jabbar,Regular Season,40,40,1/21/84,36-280,LAL,@,SAS,L (-5),1,33:00:00,9,20,0.45,0,0,,1,2,0.5,2,3,5,3,1,2,1,4,19,1131
Kareem Abdul Jabbar,Regular Season,41,41,1/24/84,36-283,LAL,,PHO,W (+6),1,34:00:00,6,11,0.545,0,0,,7,8,0.875,2,7,9,1,0,2,2,4,19,1132
Kareem Abdul Jabbar,Regular Season,42,42,1/26/84,36-285,LAL,,HOU,W (+29),1,36:00:00,12,23,0.522,0,0,,2,2,1,1,9,10,1,1,2,2,2,26,1133
Kareem Abdul Jabbar,Regular Season,43,43,1/31/84,36-290,LAL,,POR,W (+5),1,29:00:00,7,14,0.5,0,0,,7,9,0.778,0,5,5,4,2,4,0,5,21,1134
Kareem Abdul Jabbar,Regular Season,44,44,2/1/84,36-291,LAL,@,DEN,W (+8),1,33:00:00,7,13,0.538,0,0,,5,14,0.357,4,3,7,4,0,3,2,1,19,1135
Kareem Abdul Jabbar,Regular Season,45,45,2/3/84,36-293,LAL,,UTA,W (+4),1,39:00:00,12,25,0.48,0,0,,5,8,0.625,5,7,12,4,0,2,0,2,29,1136
Kareem Abdul Jabbar,Regular Season,46,46,2/5/84,36-295,LAL,@,SAS,W (+12),1,38:00:00,11,14,0.786,0,0,,5,7,0.714,3,6,9,4,1,3,1,4,27,1137
Kareem Abdul Jabbar,Regular Season,47,47,2/7/84,36-297,LAL,@,IND,W (+1),1,37:00:00,15,24,0.625,0,0,,3,3,1,3,6,9,3,1,0,5,1,33,1138
Kareem Abdul Jabbar,Regular Season,48,48,2/8/84,36-298,LAL,@,BOS,W (+2),1,39:00:00,12,19,0.632,0,0,,3,3,1,1,2,3,7,1,0,2,2,27,1139
Kareem Abdul Jabbar,Regular Season,49,49,2/10/84,36-300,LAL,@,WSB,L (-3),1,38:00:00,5,13,0.385,0,0,,5,6,0.833,1,7,8,2,0,4,7,0,15,1140
Kareem Abdul Jabbar,Regular Season,50,50,2/12/84,36-302,LAL,,ATL,W (+21),1,32:00:00,10,12,0.833,0,0,,6,7,0.857,1,6,7,1,0,6,0,2,26,1141
Kareem Abdul Jabbar,Regular Season,51,51,2/17/84,36-307,LAL,,DEN,L (-3),1,38:00:00,13,18,0.722,0,0,,7,8,0.875,5,7,12,7,1,3,2,2,33,1142
Kareem Abdul Jabbar,Regular Season,52,52,2/18/84,36-308,LAL,@,SDC,W (+4),1,17:00,6,10,0.6,0,0,,0,0,,0,3,3,3,0,1,1,1,12,1143
Kareem Abdul Jabbar,Regular Season,53,53,2/21/84,36-311,LAL,,SEA,W (+16),1,33:00:00,9,13,0.692,0,0,,3,4,0.75,2,5,7,3,1,2,3,3,21,1144
Kareem Abdul Jabbar,Regular Season,54,54,2/22/84,36-312,LAL,@,SEA,L (-7),1,39:00:00,5,12,0.417,0,0,,5,8,0.625,0,5,5,1,0,0,5,1,15,1145
